"","source","Organization/Person Name","Organization/Person Name URL","Investor Type","Number of Investments","Number of Exits","Location","Description","Investment Stage","Number of Portfolio Organizations","Number of Partner Investments","Number of Lead Investments","Number of Diversity Investments","Number of Exits (IPO)","Accelerator Program Type","Accelerator Next Application Deadline","Accelerator Duration (in weeks)","Trend Score (90 Days)","Trend Score (30 Days)","Trend Score (7 Days)","CB Rank (Investor)","SEMrush - Monthly Visits","SEMrush - Average Visits (6 months)","SEMrush - Monthly Visits Growth","SEMrush - Visit Duration","SEMrush - Visit Duration Growth","SEMrush - Page Views / Visit","SEMrush - Page Views / Visit Growth","SEMrush - Bounce Rate","SEMrush - Bounce Rate Growth","Apptopia - Number of Apps","Apptopia - Downloads Last 30 Days","BuiltWith - Active Tech Count","G2 Stack - Total Products Active","IPqwery - Patents Granted","IPqwery - Trademarks Registered","IPqwery - Most Popular Patent Class","IPqwery - Most Popular Trademark Class","Aberdeen - IT Spend","Aberdeen - IT Spend Currency","Aberdeen - IT Spend Currency (in USD)"
"4325","INVESTORS/investors-2021-11-26 (6).csv","Transmedia Capital","https://www.crunchbase.com/organization/transmedia-capital","Venture Capital",82,30,"San Francisco, California, United States","Transmedia Capital is one of the leading micro funds in Silicon Valley.","Early Stage Venture, Seed",60,NA,3,10,30,NA,NA,NA,0.7,-0.4,-0.1,15771,297,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"4326","INVESTORS/investors-2021-11-26 (6).csv","EcoR1 Capital","https://www.crunchbase.com/organization/ecor1-capital","Private Equity Firm, Venture Capital",80,49,"San Francisco, California, United States","EcoR1 Capital is a biotech-focused investment advisory firm.","Early Stage Venture, Late Stage Venture",68,NA,12,13,49,NA,NA,NA,4.6,-0.4,-0.2,6073,392,NA,"-89.39%",42,NA,3,"200%","0%","35.1%",NA,NA,10,NA,0,2,NA,"Insurance; financial affairs",NA,NA,NA
"4327","INVESTORS/investors-2021-11-26 (6).csv","ABS Capital Partners","https://www.crunchbase.com/organization/abs-capital-partners","Venture Capital",80,42,"Baltimore, Maryland, United States","ABS Capital Partners invest in business and education services, information and communications technology, and health care.","Early Stage Venture, Late Stage Venture",66,NA,51,5,42,NA,NA,NA,-0.1,0.2,0,10106,4452,NA,"65.81%",79,"-32.48%",5.19,"61.57%","4.58%","-89.61%",NA,NA,31,NA,NA,NA,NA,NA,5678288,"USD",5678288
"4328","INVESTORS/investors-2021-11-26 (6).csv","Cipio Partners","https://www.crunchbase.com/organization/cipio-partners","Private Equity Firm, Venture Capital",80,34,"Luxembourg, Luxembourg, Luxembourg","Cipio Partners is an investment management and advisory firm in the secondary direct market.","Late Stage Venture, Secondary Market",60,NA,19,1,34,NA,NA,NA,-0.6,0.4,0,13888,690,NA,NA,16,NA,2.75,NA,"0%",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"4329","INVESTORS/investors-2021-11-26 (6).csv","Samsara BioCapital","https://www.crunchbase.com/organization/samsara-biocapital","Venture Capital",79,30,"Palo Alto, California, United States","Samsara Biocapital, LLC provides investment advisory services.","Early Stage Venture, Late Stage Venture",69,NA,14,9,30,NA,NA,NA,2.6,-1.4,-0.4,4165,1506,2552.5,"12.89%",0,"5,033.33%",1,"0%","100%","0%",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA
"4330","INVESTORS/investors-2021-11-26 (6).csv","Harmony Partners","https://www.crunchbase.com/organization/harmony-partners","Venture Capital",79,28,"New York, New York, United States","Harmony Partners is a New York-based venture capital firm that invests in expansion stage tech companies","Early Stage Venture, Late Stage Venture",58,NA,26,2,28,NA,NA,NA,1.5,4.8,4.3,4836,196,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"4331","INVESTORS/investors-2021-11-26 (6).csv","Viola Credit","https://www.crunchbase.com/organization/viola-credit","Venture Capital, Venture Debt",79,33,"Herzliya, Tel Aviv, Israel","A global alternative credit investment manager, providing customized credit solutions for tech companies & Fintech lenders.","Debt, Early Stage Venture, Late Stage Venture",50,NA,11,3,33,NA,NA,NA,-0.7,-0.2,0,15869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
"4332","INVESTORS/investors-2021-11-26 (6).csv","Vast Ventures","https://www.crunchbase.com/organization/vast-ventures","Venture Capital",78,27,"New York, New York, United States","Vast Ventures is a venture capital fund that invests in Seed, Series A and growth stages.","Early Stage Venture, Late Stage Venture",62,NA,3,17,27,NA,NA,NA,-0.5,1.1,0,6456,204,2086.83,"53.38%",0,"6,450%",1,"-66.67%","100%","-42.38%",NA,NA,2,NA,0,2,NA,"Insurance; financial affairs",NA,NA,NA
"4333","INVESTORS/investors-2021-11-26 (6).csv","Updata Partners","https://www.crunchbase.com/organization/updata-partners","Venture Capital",78,33,"Washington, District of Columbia, United States","Updata provides growth equity and operating expertise to the next generation of technology leaders.","Early Stage Venture, Late Stage Venture, Private Equity",56,NA,52,5,33,NA,NA,NA,2.7,-0.4,-0.1,6770,289,4457.17,"-87.63%",0,"242.55%",1,"0%","100%","0%",NA,NA,1,NA,NA,NA,NA,NA,483207,"USD",483207
"4334","INVESTORS/investors-2021-11-26 (6).csv","Deerfield Management","https://www.crunchbase.com/organization/deerfield-management-83d0","Venture Capital",77,29,"New York, New York, United States","Deerfield Management seeks to advance healthcare through investment, information, and philanthropy.",NA,65,NA,42,9,29,NA,NA,NA,-2.9,-1.2,-0.5,4307,11694,11213.5,"85.12%",60,"-7.69%",1.5,"21.89%","71.43%","-15.26%",NA,NA,NA,15,NA,NA,NA,NA,26809311,"USD",26809311
"4335","INVESTORS/investors-2021-11-26 (6).csv","Pinnacle Ventures","https://www.crunchbase.com/organization/pinnacle-ventures","Venture Capital",77,35,"Menlo Park, California, United States","Pinnacle Ventures is a private venture capital fund focused on providing debt and equity financing to early-stage companies across","Debt, Early Stage Venture, Late Stage Venture, Seed",52,NA,12,15,35,NA,NA,NA,4,1,0.1,10263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20,NA,NA,NA,NA,NA,NA,NA
"4336","INVESTORS/investors-2021-11-26 (6).csv","Ascension Ventures","https://www.crunchbase.com/organization/ascension-ventures","Corporate Venture Capital, Venture Capital",77,26,"Clarkton, Missouri, United States","Ascension Ventures is a strategic healthcare venture fund and early-stage venture capital firm.",NA,55,NA,26,4,26,NA,NA,NA,2.1,0.9,2.4,12715,4446,NA,"231.3%",99,"15.12%",4,"33.33%","0%",NA,NA,NA,16,NA,NA,NA,NA,NA,4752912,"USD",4752912
"4337","INVESTORS/investors-2021-11-26 (6).csv","Tianxing Capital","https://www.crunchbase.com/organization/tianxing-capital","Venture Capital",77,52,"Beijing, Beijing, China","Tianxing Capital is a capital management company.",NA,70,NA,12,NA,52,NA,NA,NA,0,2.3,0.6,23294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"4338","INVESTORS/investors-2021-11-26 (6).csv","VenGrowth Asset Management","https://www.crunchbase.com/organization/vengrowth-asset-management","Private Equity Firm, Venture Capital",75,27,"Toronto, Ontario, Canada","VenGrowth Asset Management is a private equity venture capital firm that specializes in venture capital and mezzanine investments.","Early Stage Venture, Late Stage Venture",43,NA,19,NA,27,NA,NA,NA,1,-0.3,-0.1,21747,259,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"4339","INVESTORS/investors-2021-11-26 (6).csv","BancBoston Ventures","https://www.crunchbase.com/organization/bancboston-ventures","Venture Capital",75,31,"Boston, Massachusetts, United States","BancBoston Ventures was the Bank of Boston's early stage venture capital fund. It was acquired by the Bank of America.","Early Stage Venture, Late Stage Venture",59,NA,13,2,31,NA,NA,NA,-0.1,0,-0.1,31101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4340","INVESTORS/investors-2021-11-26 (6).csv","Skyline Ventures","https://www.crunchbase.com/organization/skyline-ventures","Venture Capital",74,31,"Palo Alto, California, United States","Skyline Ventures, formed in 1997, is a nationally-known venture capital firm that specializes in investing in outstanding product-focused","Early Stage Venture, Late Stage Venture",41,NA,16,6,31,NA,NA,NA,3.4,3.7,0,10527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"4341","INVESTORS/investors-2021-11-26 (6).csv","Cross Creek","https://www.crunchbase.com/organization/cross-creek-capital","Venture Capital",73,40,"Salt Lake City, Utah, United States","Cross Creek seeks to invest in later stage companies through its direct and fund investment strategy.","Late Stage Venture",60,NA,6,6,40,NA,NA,NA,-0.6,1.1,0,10351,1180,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,20,NA,0,4,NA,"Insurance; financial affairs",NA,NA,NA
"4342","INVESTORS/investors-2021-11-26 (6).csv","CVC Capital Partners","https://www.crunchbase.com/organization/cvc-capital-partners","Private Equity Firm, Venture Capital",71,32,"Luxembourg, Luxembourg, Luxembourg","CVC Capital Partners is a private equity and investment advisory firm that invests in retail, construction, consumer, and others.","Private Equity",70,NA,39,2,32,NA,NA,NA,-1,-0.9,-0.3,1707,109362,81802.67,"33.08%",96,"-67.89%",1.56,"-34.65%","73.54%","40.69%",NA,NA,44,NA,NA,NA,NA,NA,20574,"USD",20574
"4343","INVESTORS/investors-2021-11-26 (6).csv","CMEA Ventures","https://www.crunchbase.com/organization/cmea-ventures","Venture Capital",70,33,"San Francisco, California, United States","San Francisco based venture capital firm that specializes in high technology, life sciences, and alternative energy investments",NA,44,NA,8,3,33,NA,NA,NA,-0.7,2,0,15086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
"4344","INVESTORS/investors-2021-11-26 (6).csv","Boxer Capital","https://www.crunchbase.com/organization/boxer-capital","Venture Capital",69,46,"Windermere, Florida, United States","Boxer Capital caters to public companies based in the biotechnology industry.",NA,58,NA,16,15,46,NA,NA,NA,4.4,1.2,-0.1,6116,5563,7840.17,"6.04%",21,"-91.18%",1.6,"-61.29%","65.55%","129.44%",NA,NA,19,12,NA,NA,NA,NA,NA,NA,NA
"4345","INVESTORS/investors-2021-11-26 (6).csv","MI Ventures","https://www.crunchbase.com/organization/mi-ventures","Venture Capital",69,26,"New York, New York, United States","MI Ventures is a seed-stage startup capital investor focused on investments in technology companies in New York.","Early Stage Venture, Seed",65,NA,NA,20,26,NA,NA,NA,-3.6,0.5,0.2,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"4346","INVESTORS/investors-2021-11-26 (6).csv","Saints Capital","https://www.crunchbase.com/organization/saints-capital","Venture Capital",69,31,"San Francisco, California, United States","Saints Capital is a merchant venture capital firm with offices located in San Francisco and London.","Debt, Early Stage Venture, Late Stage Venture, Private Equity",51,NA,10,3,31,NA,NA,NA,-1,0,0,16901,1023,NA,NA,706,NA,1.25,NA,"74.58%",NA,NA,NA,30,NA,NA,NA,NA,NA,39728,"USD",39728
"4347","INVESTORS/investors-2021-11-26 (6).csv","Brook Venture Partners","https://www.crunchbase.com/organization/brook-venture-partners","Venture Capital",69,27,"Wakefield, Massachusetts, United States","Brook Venture Partners is a Massachusetts-based company that provides capital to expansion-stage healthcare IT and tech-enabled services.",NA,56,NA,31,5,27,NA,NA,NA,-0.2,1.5,-0.1,19557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,18,NA,NA,NA,NA,1731673,"USD",1731673
"4348","INVESTORS/investors-2021-11-26 (6).csv","Constellation Technology Ventures","https://www.crunchbase.com/organization/constellation-technology-ventures","Venture Capital",67,34,"Baltimore, Maryland, United States","Constellation Technology Ventures, the venture capital arm of Exelon Corporation","Late Stage Venture",46,NA,27,3,34,NA,NA,NA,-1.5,-0.6,0,9872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
"4349","INVESTORS/investors-2021-11-26 (6).csv","Investcorp","https://www.crunchbase.com/organization/investcorp-2","Private Equity Firm, Venture Capital",66,26,"Manama, Al Manamah, Bahrain","Investcorp is a provider and manager of alternative investment products, serving high-net-worth private and institutional clients.","Early Stage Venture, Late Stage Venture, Private Equity",54,NA,33,NA,26,NA,NA,NA,5.4,4.4,-1.2,598,18860,14706.33,"169.27%",1462,"3,747.37%",1.92,"41.05%","71.21%","2.39%",NA,NA,50,17,NA,NA,NA,NA,NA,NA,NA
"4350","INVESTORS/investors-2021-11-26 (6).csv","BEST Funds","https://www.crunchbase.com/organization/best-funds","Venture Capital",66,39,"Toronto, Ontario, Canada","BEST Funds provides technology companies with the capital they need to accelerate growth and is a Toronto-based venture capital company.","Debt, Early Stage Venture",65,NA,10,NA,39,NA,NA,NA,-0.2,0,0,23525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"4351","INVESTORS/investors-2021-11-26 (6).csv","Start Fund","https://www.crunchbase.com/organization/start-fund","Micro VC, Venture Capital",65,26,"San Francisco, California, United States","Start Fund is a San Francisco-based joint venture focused on seed- and early-stage investments.","Early Stage Venture, Seed",61,NA,3,10,26,NA,NA,NA,4.2,-0.2,0,7183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"4352","INVESTORS/investors-2021-11-26 (6).csv","Excel Venture Management","https://www.crunchbase.com/organization/excel-venture-management","Venture Capital",65,27,"Boston, Massachusetts, United States","Excel Venture Management builds companies that apply transformative life science technologies to solve problems in healthcare and beyond.","Early Stage Venture, Late Stage Venture, Seed",44,NA,22,18,27,NA,NA,NA,0.6,0.6,0,10794,3852,NA,"7.03%",55,"-95.49%",3.75,"118.76%","8.31%","-87.07%",NA,NA,10,NA,NA,NA,NA,NA,99385,"USD",99385
"4353","INVESTORS/investors-2021-11-26 (6).csv","Ally Bridge Group","https://www.crunchbase.com/organization/ally-bridge-group","Private Equity Firm, Venture Capital",63,26,"Hong Kong, Hong Kong Island, Hong Kong","Ally Bridge Group is a global healthcare-focused investment group committed to venture and growth capital, buyout, and hedge fund investing.","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market",53,NA,28,7,26,NA,NA,NA,4.7,2.9,-0.4,3040,4703,NA,"-46.96%",109,"990%",3.3,"32.33%","8.06%","-69.14%",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
"4354","INVESTORS/investors-2021-11-26 (6).csv","Farallon Capital Management","https://www.crunchbase.com/organization/farallon-capital-management","Private Equity Firm, Venture Capital",63,33,"San Francisco, California, United States","Farallon Capital Management operates as a global institutional asset management firm.","Early Stage Venture, Late Stage Venture, Private Equity",57,NA,16,9,33,NA,NA,NA,-0.8,-0.3,-0.2,4412,6056,22774.83,"29.93%",17,"-50%",1.95,"-21.75%","18.99%","-65.62%",NA,NA,24,6,0,16,NA,"Insurance; financial affairs",5161,"USD",5161
"4355","INVESTORS/investors-2021-11-26 (6).csv","CenterPoint Venture Partners","https://www.crunchbase.com/organization/centerpoint-venture-partners","Venture Capital",62,26,"Dallas, Texas, United States","CenterPoint Ventures is one of the largest early-stage venture capital firms based in the Southwest.","Debt, Early Stage Venture, Late Stage Venture",35,NA,13,NA,26,NA,NA,NA,4.4,-0.7,-0.3,10551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"4356","INVESTORS/investors-2021-11-26 (6).csv","Amerindo Investment Advisors","https://www.crunchbase.com/organization/amerindo-investment-advisors","Venture Capital",62,31,"New York, New York, United States","Amerindo Investment Advisors was an investment advisory services firm","Early Stage Venture",56,NA,10,3,31,NA,NA,NA,-0.5,-0.2,0,29736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"4357","INVESTORS/investors-2021-11-26 (6).csv","RBC Venture Partners","https://www.crunchbase.com/organization/rbc-venture-partners","Corporate Venture Capital, Private Equity Firm, Venture Capital",61,27,"Toronto, Ontario, Canada","RBC Venture Partners invests venture capital and growth equity on behalf of the Royal Bank of Canada.","Debt, Early Stage Venture, Late Stage Venture",44,NA,18,2,27,NA,NA,NA,3.3,3.1,0.3,11855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"4358","INVESTORS/investors-2021-11-26 (6).csv","Mellon Ventures","https://www.crunchbase.com/organization/mellon-ventures-2","Venture Capital",58,26,"Pittsburgh, Pennsylvania, United States","Venture capital and buyout fund sponsored by Mellon Financial Corporation.",NA,44,NA,17,4,26,NA,NA,NA,-0.4,-0.1,-0.1,30534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"4359","INVESTORS/investors-2021-11-26 (6).csv","Nextech Invest","https://www.crunchbase.com/organization/nextech-invest","Private Equity Firm, Venture Capital",57,27,"Zürich, Zurich, Switzerland","Nextech Invest is a venture capital and private equity firm specializing in early, mid stage and late stage, and emerging growth.","Early Stage Venture",41,NA,17,13,27,NA,NA,NA,-1,-0.8,-0.2,11372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"4360","INVESTORS/investors-2021-11-26 (6).csv","J.P. Morgan Securities Inc.","https://www.crunchbase.com/organization/j-p-morgan-securities-inc","Investment Bank, Venture Capital",54,30,"New York, New York, United States","J.P. Morgan is a global industry leader with more than $13.7 trillion in assets under custody and $5.1 trillion in assets under","Debt, Early Stage Venture, Late Stage Venture, Private Equity",44,NA,2,1,30,NA,NA,NA,0,-0.1,0,11056,3732,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"4361","INVESTORS/investors-2021-11-26 (6).csv","Deerfield Capital Management","https://www.crunchbase.com/organization/deerfield-management","Private Equity Firm, Venture Capital",49,30,"Rosamond, Illinois, United States","Deerfield Capital Management (DCM) is a global fixed-income investment adviser","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity",44,NA,13,5,30,NA,NA,NA,0,-0.2,0,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"4362","INVESTORS/investors-2021-11-26 (6).csv","Founders Circle Capital","https://www.crunchbase.com/organization/founders-circle-capital","Venture Capital",48,26,"San Francisco, California, United States","Founders Circle Capital is a growth-stage investment firm that focuses on investing in people.","Late Stage Venture, Venture",38,NA,18,8,26,NA,NA,NA,-0.6,-0.5,0,38850,5298,3081.33,"96.59%",68,"28.3%",1.32,"-25.48%","84.2%","-3.48%",NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
"4363","INVESTORS/investors-2021-11-26 (6).csv","Wellington Financial","https://www.crunchbase.com/organization/wellington-financial","Venture Capital",45,30,"San Francisco, California, United States","Wellington Financial LP is a privately-held specialty finance firm providing term, venture and amortizing loans up to $40 million","Debt",44,NA,16,2,30,NA,NA,NA,-0.3,-0.1,0,32191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"4364","INVESTORS/investors-2021-11-26 (6).csv","AFSquare","https://www.crunchbase.com/organization/afsquare","Venture Capital",44,27,"Culver City, California, United States","The mission of AF Square is to discover companies whose business model disrupts the status quo.",NA,43,NA,1,11,27,NA,NA,NA,-0.4,-0.2,0,23687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,NA,NA,NA,NA,NA,NA,NA
"4365","INVESTORS/investors-2021-11-26 (6).csv","Biotechnology Value Fund","https://www.crunchbase.com/organization/biotechnology-value-fund","Venture Capital",43,32,"San Francisco, California, United States","Biotechnology Value Fund, L.P. is an evergreen fund specializing in early stage financing. It focuses on undervalued investment","Early Stage Venture",38,NA,14,7,32,NA,NA,NA,-0.4,0.2,0.1,10162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"4366","INVESTORS/investors-2021-11-26 (6).csv","Permira Credit","https://www.crunchbase.com/organization/permira-debt-managers","Venture Capital, Venture Debt",39,26,"London, England, United Kingdom","Permira Credit is a debt management and advisory business established in 2007.",NA,38,NA,34,NA,26,NA,NA,NA,1.6,0.9,0.2,21057,13896,NA,"1,733.25%",59,"9.26%",1.83,"-54.17%","66.67%",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"4367","INVESTORS/investors-2021-11-26 (6).csv","EquityZen","https://www.crunchbase.com/organization/equityzen-inc","Venture Capital",37,31,"New York, New York, United States","EquityZen is a financial services company that provides an investment platform intended to connect shareholders of private companies.",NA,32,NA,2,3,31,NA,NA,NA,1.8,-0.2,-0.1,3388,664480,686995.83,"50.5%",433,"77.46%",3,"58.34%","53.2%","-20%",NA,NA,47,28,0,4,NA,"Insurance; financial affairs",58840,"USD",58840
"4368","INVESTORS/investors-2021-11-26 (6).csv","Federated Kaufmann Fund","https://www.crunchbase.com/organization/federated-kaufmann-fund-2","Venture Capital",30,28,NA,"Federated Kaufmann Fund specializes in the fields of mutual funds, managed accounts institutional, and separate accounts.",NA,30,NA,3,3,28,NA,NA,NA,-1.6,-0.4,-0.2,10075,60812,50732.5,"7.81%",304,"25.62%",2.01,"-6.95%","72.51%","6.04%",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"4369","INVESTORS/investors-2021-11-26.csv","CEED - Centre for Entrepreneurship Education and Development","https://www.crunchbase.com/organization/ceed-centre-for-entrepreneurship-education-and-development","Incubator",342,1,"Halifax, Nova Scotia, Canada","The Centre for Entrepreneurship Education and Development (CEED) has been fostering the spirit of innovation in Nova Scotia.",NA,342,NA,1,NA,1,NA,NA,NA,2.2,0.5,0.2,12338,1971,1425.17,"257.71%",33,"-51.47%",1.5,"0.04%","83.33%","66.66%",NA,NA,63,NA,NA,NA,NA,NA,411307,"USD",411307
"4370","INVESTORS/investors-2021-11-26.csv","Bethnal Green Ventures","https://www.crunchbase.com/organization/bethnal-green-ventures","Accelerator, Venture Capital",170,1,"London, England, United Kingdom","Bethnal Green Ventures (BGV) is Europe’s leading early stage tech for good VC.","Early Stage Venture, Seed",141,NA,12,NA,1,"On-Site",2021-06-13,12,-1.2,-0.5,0,9098,11446,7906.17,"54.88%",948,"120.98%",5.31,"346.84%","36.45%","-56.51%",NA,NA,25,NA,NA,NA,NA,NA,NA,"USD",NA
"4371","INVESTORS/investors-2021-11-26.csv","AUC Venture Lab","https://www.crunchbase.com/organization/auc-venture-lab","Accelerator, Incubator",139,1,"Cairo, Al Qahirah, Egypt","AUC Venture Lab is a startup accelerator/incubator of the American University in Cairo.","Seed",137,NA,1,NA,1,NA,NA,NA,-3.9,0.6,0,10642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"4372","INVESTORS/investors-2021-11-26.csv","LOI Labs","https://www.crunchbase.com/organization/loi-labs","Accelerator",134,1,"Vancouver, British Columbia, Canada","LOI Labs is a 12-week accelerator program.",NA,134,NA,84,NA,1,NA,NA,12,-0.2,0.4,0,14580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"4373","INVESTORS/investors-2021-11-26.csv","RebelBio","https://www.crunchbase.com/organization/rebelbio-eu","Accelerator",130,1,"London, England, United Kingdom","RebelBio is SOSV’s London based pre-seed venture capital program. It invests in BioTech, HealthTech & Life Sciences.","Early Stage Venture, Seed",74,NA,NA,19,1,"On-Site",2019-01-02,12,-0.1,1.1,0,12543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA
"4374","INVESTORS/investors-2021-11-26.csv","Brinc","https://www.crunchbase.com/organization/brinc-io","Accelerator, Venture Capital",127,1,"Central, Hong Kong Island, Hong Kong","Brinc is a venture capital and accelerator firm that empowers game changers to help solve some of the world's biggest challenges.","Convertible Note, Early Stage Venture, Seed",126,NA,26,4,1,"Online",2021-08-22,10,-2.3,-0.6,-0.1,1410,6221,4891,"-28.7%",157,"-20.71%",1.99,"7.96%","53.26%","-32.48%",NA,NA,88,NA,0,0,NA,"Advertising; business",NA,NA,NA
"4375","INVESTORS/investors-2021-11-26.csv","Loyal VC","https://www.crunchbase.com/organization/loyal-vc","Venture Capital",123,1,"Toronto, Ontario, Canada","Investing using innovative strategies and processes that are aligned with social equity and investors’ incentives","Early Stage Venture, Seed",104,NA,9,7,1,NA,NA,NA,2.2,6,-0.2,2937,4017,NA,"389.28%",0,NA,1,"0%","100%","0%",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"4376","INVESTORS/investors-2021-11-26.csv","Space3ac","https://www.crunchbase.com/organization/space3ac","Accelerator",121,1,"Gdansk, Pomorskie, Poland","Space3ac is acceleration program connecting technology startups with corporations in reversed innovation model","Grant, Seed",107,NA,115,1,1,"On-Site",2020-05-31,12,0.3,0.2,0,18819,2409,NA,"841.02%",74,"-98.34%",2,"-20%","33.33%","-33.34%",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
"4377","INVESTORS/investors-2021-11-26.csv","Launch NY","https://www.crunchbase.com/organization/launch-ny","Entrepreneurship Program, Venture Capital",117,1,"Buffalo, New York, United States","Launch NY is a U.S. Treasury-designated Community Financial Institution (CDFI) and a 501(c)(3) nonprofit venture development organization.","Seed",68,NA,95,16,1,NA,NA,NA,-0.4,3.2,0,2465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,NA,NA,NA,NA,110467,"USD",110467
"4378","INVESTORS/investors-2021-11-26.csv","Surge","https://www.crunchbase.com/organization/surge-ahead","Accelerator",110,1,"Singapore, Central Region, Singapore","Surge is a rapid-scale up program by Sequoia Capital India for early-stage startups in India and Southeast Asia.",NA,82,NA,81,NA,1,NA,NA,NA,-2.9,0.9,-0.4,3319,10777,17174.5,"-35.99%",479,"20.05%",2.05,"-19.22%","46.22%","13.37%",NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA
"4379","INVESTORS/investors-2021-11-26.csv","MassChallenge Switzerland","https://www.crunchbase.com/organization/masschallenge-switzerland","Accelerator",98,1,"Renens, Vaud, Switzerland","MassChallenge Switzerland is a startup accelerator that connects startups with the experts and resources they need to grow.",NA,98,NA,97,2,1,NA,NA,NA,6.8,-3.4,-0.3,12349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4380","INVESTORS/investors-2021-11-26.csv","InnovX BCR","https://www.crunchbase.com/organization/innovx","Accelerator",97,1,"Bucharest, Bucuresti, Romania","InnovX BCR is a scalling-up program for top technology companies in CEE backed by Banca Comerciala Romana part of ERSTE Group.",NA,96,NA,NA,1,1,"Online",2020-09-22,66,-3.7,0.6,0.5,16157,88,NA,"15.79%",0,NA,1,"-50%","100%",NA,NA,NA,5,NA,0,2,NA,"Insurance; financial affairs",NA,NA,NA
"4381","INVESTORS/investors-2021-11-26.csv","Linear Venture","https://www.crunchbase.com/organization/linear-venture","Venture Capital",84,1,"Beijing, Beijing, China","Linear Venture provides early-stage investments and is a China-based venture capital firm.","Early Stage Venture",54,NA,15,2,1,NA,NA,NA,7.9,6.3,7.3,3947,297,NA,NA,0,NA,1,NA,"100%",NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
